,STATA,PORTX,RCDLPE,SOLB,ARTQ-1,TP53-2,OLIG1E,RCDLP-2,EGFRE,TP53B,TACB,ATM_NC,TACD,MYCC,ATM-1,ARTQD,MYCD,ARTQ_NC,SOL-2,EGFRD,TP53F,BRAGA,MTE,STAT-2,RCDLP-1,MTF,MAPK_NC,RCDLP_NC,EGFRX,ATMF,SOL-1,STATF,MTD,TACX,MAPKE,EGFRC,EGFRA,TP53D,BRAGE,MTX,SOLA,RCDLPX,SOLF,OLIG1-1,PORTC,MT-1,RCDLPC,OLIG1D,ATMB,MT-2,EGFR-2,STAT_NC,RCDLPB,OLIG1B,PORT_NC,OLIG1-2,STAT-1,MAPKB,ATMX,ATMA,MAPKF,OLIG1X,ARTQX,MYCX,ATM-2,SOL_NC,ARTQB,MYC-1,TAC-2,BRAGF,SOLX,MYCE,PORTF,PORTA,RCDLPD,MAPKA,RCDLPA,PORTD,STATB,STATE,Condition
0,0.9060963764365998,0.2899663105963691,0.9227354910421945,0.3469831770450056,0.5772512534003104,0.3224407850091617,0.6063861167164109,0.8665730403905706,0.7443901306730264,0.8685327154347618,0.5757050054446096,0.9031143337424253,0.9660419396415826,0.7694053846114901,0.708706835988486,0.7013896901008634,0.539906540524471,0.009611971591193647,0.0015263246869149372,0.8177067923073369,0.8836832743929041,0.2757034265697764,0.9311960163960907,0.5323432105948563,0.5453668064228497,0.9427874254049906,0.6610854696555291,0.694013018018157,0.15014425459825043,0.7109018098925997,0.5536666384302266,0.5039241509781902,0.494600873947289,0.4998984493165888,0.7269344141773918,0.592605520742125,0.7167785340789659,0.625264893463679,0.4781093133949328,0.03190330080696291,0.7809373206067691,0.6764844759448445,0.47241239065590845,0.16145084972897095,0.832804428875639,0.40523041432660944,0.5246889697019567,0.655011298819145,0.7072189352486323,0.3756557761579572,0.7047202838139243,0.6581846078837273,0.2868982279639437,0.8625495597676704,0.1688878890143689,0.8918330410106785,0.6901945425455371,0.6553084312920294,0.5661418466696291,0.7633373660262481,0.7860760874325471,0.8781620398460708,0.6156219234299494,0.5521905434880161,0.6761222961981274,0.9480437600576681,0.3508177286694897,0.563742993299145,0.5803258395037985,0.9653460468088332,0.03887431977254485,0.672226232361213,0.5731445925466055,0.9583923410711654,0.6760725734560569,0.46208216239578015,0.6652337480780718,0.48188219298089985,0.6841588342668848,0.7806792502793265,D
1,0.9015382387116656,0.2181945663122421,0.19271572507782386,0.024868188150154347,0.48138657700470755,0.49869674943289277,0.5435101750345811,0.8457101590477704,0.6787686634677698,0.7270268330169933,0.6633931951292149,0.7428780471549714,0.9458116494098666,0.8935605468736108,0.13779098408663726,0.7681166174507326,0.5992864575016165,0.04916350005759662,0.48400555894922825,0.8097316819173977,0.6769454364018341,0.04637596944048561,0.2855660130869663,0.6215395107708146,0.4965160256752199,0.40204560402692835,0.7895943291559423,0.5846512685657214,0.40586050363585136,0.9467454234767757,0.671799873589988,0.4567151445203599,0.687458686484379,0.5589554588621702,0.4139284560085357,0.6337453023542008,0.8378010699958668,0.8887120841840361,0.7273023591239185,0.2558111721586497,1.0095296831663036,0.9184768352000684,0.50668235347076,0.8375221936002193,0.6830901627841024,0.957816796172637,0.5384032513231979,0.43641111582265446,0.4122266711856333,0.9755238667278521,0.53045291939056,0.8181624458713713,0.25891237007966217,0.23877703816896856,0.4302845922638946,0.8965389465931068,0.7139579908582427,0.55182825121406,0.6050446607578601,0.7209006696956979,1.0115916151178683,0.24794607478611708,0.25221968183861465,0.8807662172767828,0.732302467803717,0.8927896525186111,0.0583750464624877,0.49324720976700065,0.5662881264225462,0.8700374837203696,0.6036182928370334,0.9769577672029119,0.5108872695856717,0.534208578135883,0.6837352354575027,0.7650259313297949,0.5804891463970665,0.585316346690652,0.7211635595762413,0.7488418565243805,D
2,0.12867302720438056,0.11811667435794182,0.3181384053634855,0.5430926991964533,0.9460796190440933,0.03930724070181357,0.7237485928739795,0.5752192513543627,0.4581114479239232,0.5370609148021476,0.6485692579112978,0.7998736761734753,0.9001071807221073,0.8820918266836725,0.5877790980528251,0.19963257850376193,0.6408634150540419,0.9310091667694833,0.8609458612935967,0.07104133638200694,0.349537907538195,0.7518301572757173,0.9951165912235106,0.10993927319245733,0.30229092613883934,0.13135694652695995,0.19118824168149295,0.6407586573770491,0.059870238216730765,0.8782491541993608,0.4566246072782326,0.20491644253089747,0.3396115190027891,0.9959325036962692,0.3253609623162328,0.7370880845657333,0.9463206436046874,0.5886448148351642,0.8956331241167355,0.395368232519945,0.4319280665451024,0.4949799062160709,0.35303101126478376,0.4189703705115714,0.3172439170114765,0.6888885018261078,0.3210012811146199,0.009846595475716202,0.7886660438309663,0.5493541723555552,0.8061933838863455,0.8062384409154053,0.8185704915677178,0.8089133160451155,0.06777435963518463,0.9281110965166746,0.38538406134219527,0.2656904266092045,0.5197034337386367,0.4052433034372248,0.323654342235554,0.7968921762368136,0.44768275916852307,0.9670315860413486,0.4336565001493312,0.5057176824591832,0.4808796082680864,0.7507783040329907,0.5243153807061678,0.8679945552720636,0.4040518720401035,0.15441146851246967,0.4288562039994658,0.22776794835430259,0.6394355272815698,0.8806090228402194,0.2704559563779194,0.15481523418753218,0.9785931138401228,0.5820991854640056,H
3,0.7323152697659273,0.6518097064478321,0.41243323279020183,0.7435139942677244,0.28982098957244895,0.8496383865160329,0.37758829981466924,0.24904997977593435,0.6973537580880601,0.5887913370644042,0.4980954886899064,0.20837434632725793,0.6539332877904672,0.3392505357625011,0.5561980007594866,0.9281857950430202,0.869272476584235,0.6017907233901134,0.6201073473511393,0.8296941148634952,0.4318382157933348,0.7801454617129452,0.959376155123932,0.5782790198491787,0.4042915612558985,0.952098190155249,0.7937433558827773,0.954866851491519,0.16081560177841303,0.33384394086490654,0.5331525242419264,0.8581359585948086,0.34115891349580496,0.3569541572749214,0.8823197064753309,0.464072043320394,0.7736392684926824,0.8374778198942819,0.6295371486500404,0.07075443559203332,0.2806485651229186,0.9206834418170647,0.3175092328486604,0.22565166427077787,0.370793493848499,0.0018009783155061854,0.7217228631729677,0.11176989656741476,0.07661646837461533,0.25172453477680745,0.5076610362190777,0.8515808148614477,0.7425033299385714,0.025967091358843453,0.39785010026179213,0.9075557154988271,0.5312847252661435,0.9576285131047177,0.42038626373722954,0.833581042756491,0.9298529341973404,0.4198955550224843,0.16836738476235658,0.3938609024405928,0.7144426407571124,0.6489005446564408,0.894637216079343,0.6984610092191235,0.4861268354315701,0.9587789256335031,0.5218890806452322,0.15974750296865936,0.2104863252379694,0.6257639893503014,0.5055614756310639,0.675746134054268,0.16625215510380575,0.40781220570951493,0.5361002806237322,0.118613321582412,H
4,0.4814967804679555,0.1044889741680114,0.6286451992839028,0.769690656208697,0.22661169111517743,0.6239425024002262,0.514755133157406,0.39356811452577534,0.45240715146539967,0.08831413709039226,0.5299433657587941,0.9387589029329211,0.16410442652015278,0.45425646467511194,0.5127113692590959,0.25903689133277363,0.9263925574245309,0.7888191613250816,0.20822414404905787,0.7069857416647571,0.6519555495516897,0.8509117731770613,0.12962115274356578,0.96897006105998,0.6689562120625908,0.24696957658322227,0.14584726194996211,0.4548687589483046,0.8988632913341593,0.6793737649525682,0.15695989481529649,0.2832435547859171,0.509915828405648,0.392503177594411,0.9467700311294591,0.5865070732094112,0.35163249717277567,0.7193927661279699,0.7847396891470175,0.6372006747576183,0.7002624873890835,0.7150211330906768,0.7347043507297929,0.8358465710294664,0.6515549716057659,0.010842620155339877,0.2466985083814982,0.005737438751021395,0.26127647373910734,0.31185786419868,0.942204832563874,0.3020682372789778,0.5045072762374652,0.11536354457213072,0.10390160665413439,0.8747588055896849,0.4622536938223488,0.4059865928507701,0.18351050228906174,0.42524313397737146,0.7209248380963391,0.9651209135593709,0.9612128541613425,0.18114514281166172,0.8905430870092609,0.9774073745530047,0.26016704814639746,0.3361088295159488,0.6930408773172169,0.24727113632376596,0.8869470754517444,0.5015246358951118,0.20136100440675309,0.9482986959505438,0.47184720989325546,0.11589311367744792,0.37832596487300285,0.4044914215072041,0.47999816899638015,0.2889617533640807,H
5,0.7975285780827089,0.6433984222146537,0.8564037307407445,0.6635561635822788,0.9854724206561518,0.2718072895462673,0.1921308901881248,0.5821392492706726,0.81247875385924,0.48859941501272486,0.6946568427295691,0.5879524795947144,0.5445645793505833,0.0829279434045821,0.02604558112158306,0.17044398423710005,0.26434227069420313,0.13758714771763314,0.00611381461546967,0.6203308745672873,0.5245374597668216,0.6785378469569717,0.49570059742825245,0.8199992241693728,0.5515973842141642,0.14182454910592324,0.22460504520758884,0.25303337153531524,0.23506877116716285,0.6614810478991938,0.5045120289628867,0.3408279403076415,0.9607119626867552,0.010659920197168993,0.5731682792098634,0.8056252907209355,0.5218599872468531,0.7424006648301985,0.8882824488729306,0.628095749703503,0.6099196515864056,0.5332670203576887,0.3953051030780662,0.05646679400741672,0.8815680643914905,0.9878508769915014,0.4343698700337022,0.9986751579690168,0.11972302060396434,0.16127673321925873,0.7528658655677151,0.9392806752880526,0.6293356539736774,0.24474225559668727,0.7968416143373379,0.3837195030180468,0.5003582144836906,0.09158023295825224,0.7582875196428754,0.1011443023337163,0.07211003130735694,0.33501417424855784,0.5751353103369049,0.7940017444574826,0.45805400289940923,0.7053785145993999,0.45993775626151423,0.24852117505659366,0.3050242261197831,0.7520159892160301,0.34609795582337155,0.13320776810911672,0.4211648073063927,0.5073308344053139,0.882969691551991,0.7125717823464143,0.45121764573519896,0.3512405502054744,0.7218616299247442,0.5451345681735886,H
6,0.9298889899486202,0.8887445817354175,0.9751650990791594,0.9477843686527538,0.4035782566993349,0.3890584494482623,0.1450117152741961,0.8217710001862024,0.7633956766448242,0.4444019678521304,0.3778701376116289,0.5669462395267375,0.9558074267964389,0.8774169648214758,0.43417006360989385,0.4415473333338311,0.5118684473929677,0.8953599962048727,0.6859481841979239,0.7783108847864182,0.8161139964423634,0.027220410231698966,0.5688073796552865,0.5370419074553469,0.7682251228685154,0.03996146718627758,0.7461679988787189,0.6697504597147186,0.4673210446316354,1.073964527162738,0.8436943045961501,0.5338412315254324,0.4658040211068497,0.6671929095696888,0.7342239817775428,0.8554752397204287,0.7363359713620508,0.47357799752014396,0.7206096357661805,0.7494533938972572,0.8326540009434847,0.042223362860412395,0.06402322215137446,0.9952893929170807,0.9710414022405578,0.12985458290429142,0.5930799928431648,0.5609426255577,0.9501575768943099,0.8719632863622405,0.48424551569634766,0.17218733461760416,0.9272391745802532,0.8183768591570418,0.35191236847552465,0.8267217867054224,0.546712105411924,0.7593960648871597,0.6556011252194779,0.6003093458655612,0.7063166679547807,0.17244132518499067,0.6004207440477308,0.24668295510782323,0.6666278903598011,0.9560166065780044,0.036996372216225426,0.4960677524960397,0.6194188354644318,0.2948912530952158,0.9189659216560215,0.6908568380090796,0.4866016389464986,0.07375161584669054,0.5645886298141924,0.6833627127429941,0.5836833881075271,0.9294457117534958,0.6816288249876961,0.8646868834258697,D
7,0.8383228576458935,0.7899343729635167,0.08274848529173151,0.6516507295702674,0.3493457750499702,0.4555319703067242,0.7767962331204947,0.9685354112558777,0.8868807677088862,0.05126379788366231,0.5478159906676386,0.8636986204733366,0.8726182102711046,0.8260463209537697,0.9020057154784485,0.8260336932842318,0.31876307617302857,0.3216221182124408,0.8143765643604629,0.7844695398030805,0.7933568239668268,0.5162242963943542,0.23024524860215834,0.6136085288875951,0.5572855317414996,0.6167795786955236,0.8178623116449631,0.7342760806717101,0.9258828916370605,0.9831920937555811,0.6983689084440925,0.5005915769351422,0.004256316104720326,0.3439079621061406,0.862324023295552,0.6137062003699248,0.9879644718867467,0.8103475009724977,0.11202619670212066,0.5802748254753854,0.833002435998298,0.31309791479392823,0.9976682405323736,0.45888844867285816,0.14478257333670985,0.19291068167285141,0.6727239686608841,0.13164270520852683,0.1530648762902368,0.4944544650352144,0.4372900858434866,0.5595334796514798,0.8536638289519742,0.17664704988202973,0.9224647955390136,0.9008715492354762,0.5597337214586576,0.7475212103584676,0.5621004267660319,0.6926103892849558,0.9431553182038067,0.2028186925377673,0.03502724110162159,0.5632752312807309,0.4041242177706137,0.7898672056186581,0.1829542411083558,0.5481560622009065,0.7734534990549446,0.8857268955331615,0.9336211731181433,0.8039484170354191,0.6945572349602499,0.4837009513430258,0.5457365077825392,0.7700486023891072,0.6530789620897501,0.649722427771556,0.7407134446134565,0.5517330719465889,D
8,0.9505199963747204,0.21488962022560265,0.3836050984086239,0.4643236264530105,0.5187811350865104,0.5276810541517514,0.8115875090539684,0.8483342397895254,0.9233044233334351,0.9160519420512597,0.7898248705799816,0.6372737253695918,0.8004747735251975,0.839360712015216,0.18155206822664904,0.7253276950568269,0.5242072417298412,0.1686484416464269,0.82107687602129,0.6414587521390154,0.889486874378195,0.24221550545004045,0.40776485583648003,0.5138650395030194,0.6435141005376046,0.614418434676798,0.7989972633546496,0.6578453333842438,0.5852772244323072,1.0080887793045121,0.8994410946837303,0.5548591097429106,0.008527963349908685,0.6028804637879068,0.8824432913844046,0.7187275556607734,0.9208919373210974,0.32594404010637923,0.1300309417192167,0.41631101061888554,0.8292494288904837,0.9912996434182835,0.3367734934126617,0.24829888018292268,0.5947335431262848,0.7661885812579842,0.7352733420707148,0.5208696178526827,0.7506470146274082,0.5818975013259644,0.37064830284204453,0.6067171112762431,0.8628924581028321,0.8158260793891063,0.4361484696120561,0.8376478015308151,0.6065131419530546,0.5399577584618703,0.6160663777197967,0.6658830497616679,0.7352578340742939,0.6813403280875248,0.5643825138265715,0.1257399931577654,0.5538898086402699,1.0222922918795783,0.7018050407380078,0.5915053835385048,0.4794000366586814,0.8127617119631825,0.22396326402297984,0.5998285072604692,0.4752782821941083,0.21370052768433379,0.5903882502785617,0.6553262495029245,0.478765892217927,0.7926123954342721,0.7911181529390487,0.7670044042669417,D
9,0.8769172448582233,0.7888521494582962,0.8036465849395824,0.6657332569666904,0.8842968661544278,0.47560491392092363,0.03068654721506514,0.9596196310664541,0.7928896288286384,0.4998562451897881,0.6087760582779526,0.6237409675473187,0.9104430153888132,0.8398233918985936,0.9983791605494521,0.6249890610156403,0.45721412544006373,0.4128505834474986,0.030862368602885604,0.6731844418732245,0.939723127373674,0.17377589595253917,0.708405526253993,0.505447353737212,0.4427963919771324,0.18901377373469896,0.7798030366417624,0.9041085126669371,0.9346298644685481,0.9908142321063456,0.7206955864917262,0.6113329064870664,0.8110697678320542,0.48644898536192893,0.8334247979373858,0.6186532652773522,0.9574234953469041,0.39460206165616807,0.08699970823284653,0.8949463906420675,0.6050545255028208,0.0643359025825273,0.2729532788025637,0.023611831868990074,0.07982196482238813,0.8640589028281034,0.7091494596091444,0.06759124973986719,0.3706035278693076,0.8161612839488642,0.5310482294343056,0.0343639220756341,0.10083413582603629,0.8616670224016565,0.2675901204806387,0.7584792058619562,0.6674200460722824,0.5628116576316451,0.5817960011063734,0.5698601502605534,0.7770588451170258,0.0454076347811575,0.8349490375094253,0.4770929313374884,0.8727234671464648,0.7472756693689044,0.544822612188176,0.7196724784166095,0.5894597845557621,0.8477180907427208,0.6875554642503829,0.8142234939462093,0.48294999825564894,0.972057332165606,0.42264994198324235,0.7095208205203417,0.5270078468501289,0.6865030512997595,0.868733085162057,0.7154362706250241,D
